ID_PESQUISA;DATA_PESQUISA;MUNICÍPIO;ESTADO;INTENÇÃO DE VOTO
P3;18/09/2022;Limoeiro de Anadia;AL;B
P3;18/09/2022;Marituba;PA;B
P3;18/09/2022;Limoeiro de Anadia;AL;B
P3;18/09/2022;Cruzeiro do Sul;AC;B
P3;18/09/2022;Arapoema;TO;B
P3;18/09/2022;Tupirama;TO;B
P3;18/09/2022;Brasília;DF;A
P3;18/09/2022;Alto Alegre;RR;B
P3;18/09/2022;Mandirituba;PR;A
P3;18/09/2022;Mucajaí;RR;B
P3;18/09/2022;Serra;ES;B
P3;18/09/2022;Camaragibe;PE;B
P3;18/09/2022;Zortéa;SC;B
P3;18/09/2022;Jaú do Tocantins;TO;B
P3;18/09/2022;Brasília;DF;A
P3;18/09/2022;Conceição do Pará;MG;A
P3;18/09/2022;Vila Velha;ES;B
P3;18/09/2022;Anajatuba;MA;B
P3;18/09/2022;Brasília;DF;A
P3;18/09/2022;Itatira;CE;A
P3;18/09/2022;Barra do Piraí;RJ;B
P3;18/09/2022;Otacílio Costa;SC;B
P3;18/09/2022;Boa Vista;RR;B
P3;18/09/2022;Campo Grande;MS;B
P3;18/09/2022;Quixeré;CE;A
P3;18/09/2022;São Luís de Montes Belos;GO;A
P3;18/09/2022;São Miguel Arcanjo;SP;B
P3;18/09/2022;Santa Maria;RN;A
P3;18/09/2022;Sarzedo;MG;B
P3;18/09/2022;Entre Rios;BA;B
P3;18/09/2022;Sinop;MT;B
P3;18/09/2022;Teresina;PI;A
P3;18/09/2022;Maceió;AL;A
P3;18/09/2022;Belmiro Braga;MG;B
P3;18/09/2022;Umarizal;RN;A
P3;18/09/2022;Teresina;PI;A
P3;18/09/2022;Porto Walter;AC;B
P3;18/09/2022;Campo Grande;MS;B
P3;18/09/2022;Coxixola;PB;A
P3;18/09/2022;Santa Rita;PB;A
P3;18/09/2022;Camapuã;MS;B
P3;18/09/2022;Ferreira Gomes;AP;B
P3;18/09/2022;Espigão D'Oeste;RO;A
P3;18/09/2022;Porto Esperidião;MT;B
P3;18/09/2022;Iúna;ES;B
P3;18/09/2022;Santa Juliana;MG;A
P3;18/09/2022;Santa Maria;RN;B
P3;18/09/2022;Itabaiana;SE;A
P3;18/09/2022;Beruri;AM;A
P3;18/09/2022;Belmiro Braga;MG;B
P3;18/09/2022;Araguanã;TO;B
P3;18/09/2022;Teófilo Otoni;MG;A
P3;18/09/2022;Nazaré;TO;B
P3;18/09/2022;Campo Alegre;SC;B
P3;18/09/2022;Ibirité;MG;B
P3;18/09/2022;Palmas;TO;B
P3;18/09/2022;Boca da Mata;AL;B
P3;18/09/2022;Porto Nacional;TO;B
P3;18/09/2022;São José das Palmeiras;PR;A
P3;18/09/2022;São Bernardino;SC;B
P3;18/09/2022;Rorainópolis;RR;B
P3;18/09/2022;Juruena;MT;B
P3;18/09/2022;Miracema;RJ;A
P3;18/09/2022;Brejinho de Nazaré;TO;A
P3;18/09/2022;Manhumirim;MG;A
P3;18/09/2022;Nova Canaã;BA;B
P3;18/09/2022;Porto Walter;AC;B
P3;18/09/2022;Teresina;PI;A
P3;18/09/2022;Feira da Mata;BA;A
P3;18/09/2022;Laranjal do Jari;AP;A
P3;18/09/2022;Campo Novo de Rondônia;RO;A
P3;18/09/2022;Gilbués;PI;A
P3;18/09/2022;Campo Grande;MS;A
P3;18/09/2022;Senador Guiomard;AC;A
P3;18/09/2022;Salinas da Margarida;BA;A
P3;18/09/2022;Brasília;DF;A
P3;18/09/2022;Estância;SE;A
P3;18/09/2022;Bagé;RS;A
P3;18/09/2022;Roteiro;AL;A
P3;18/09/2022;João Pessoa;PB;B
P3;18/09/2022;Macapá;AP;A
P3;18/09/2022;Araguaína;TO;A
P3;18/09/2022;Feijó;AC;B
P3;18/09/2022;Alta Floresta D'Oeste;RO;B
P3;18/09/2022;São João do Sabugi;RN;A
P3;18/09/2022;Jaboatão dos Guararapes;PE;A
P3;18/09/2022;Boa Vista;RR;B
P3;18/09/2022;Cocal do Sul;SC;B
P3;18/09/2022;Rio Crespo;RO;A
P3;18/09/2022;Triunfo Potiguar;RN;A
P3;18/09/2022;São Mateus;ES;A
P3;18/09/2022;Jericó;PB;B
P3;18/09/2022;Macapá;AP;B
P3;18/09/2022;Goiânia;GO;B
P3;18/09/2022;Divino de São Lourenço;ES;A
P3;18/09/2022;Araruna;PR;B
P3;18/09/2022;Bandeirantes;MS;A
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Campo do Tenente;PR;B
P3;18/09/2022;Rio das Ostras;RJ;B
P3;18/09/2022;Lobato;PR;B
P3;18/09/2022;Manoel Emídio;PI;A
P3;18/09/2022;Patis;MG;B
P3;18/09/2022;Uiramutã;RR;B
P3;18/09/2022;Serra do Navio;AP;A
P3;18/09/2022;Alta Floresta D'Oeste;RO;B
P3;18/09/2022;São Joaquim;SC;B
P3;18/09/2022;Viana;ES;B
P3;18/09/2022;Ariquemes;RO;B
P3;18/09/2022;Tobias Barreto;SE;A
P3;18/09/2022;Curitiba;PR;B
P3;18/09/2022;Porto Walter;AC;B
P3;18/09/2022;Macieira;SC;A
P3;18/09/2022;Ipanema;MG;A
P3;18/09/2022;São José dos Pinhais;PR;B
P3;18/09/2022;Santa Cruz do Sul;RS;B
P3;18/09/2022;Itobi;SP;B
P3;18/09/2022;Cariacica;ES;B
P3;18/09/2022;Axixá do Tocantins;TO;A
P3;18/09/2022;Boa Viagem;CE;A
P3;18/09/2022;Marataízes;ES;A
P3;18/09/2022;Jurema;PE;A
P3;18/09/2022;Rio das Ostras;RJ;B
P3;18/09/2022;Pimenta Bueno;RO;B
P3;18/09/2022;Teresina;PI;B
P3;18/09/2022;Itabi;SE;A
P3;18/09/2022;União;PI;A
P3;18/09/2022;Israelândia;GO;B
P3;18/09/2022;Manaus;AM;A
P3;18/09/2022;Belmiro Braga;MG;A
P3;18/09/2022;Nova Santa Rita;PI;A
P3;18/09/2022;Sorriso;MT;B
P3;18/09/2022;Brasília;DF;B
P3;18/09/2022;Porto Walter;AC;B
P3;18/09/2022;Macapá;AP;A
P3;18/09/2022;Jericó;PB;A
P3;18/09/2022;Goiatins;TO;B
